-79.401627,43.68561
-79.401063,43.685728
-79.397579,43.677207
-79.402421,43.675823
-79.416712,43.672599
-79.428855,43.670062
-79.429798,43.67029
-79.438552,43.668503
-79.440339,43.668425
-79.443274,43.667865
-79.444273,43.667161
-79.457809,43.664295
-79.453635,43.659908
-79.45076,43.650736
-79.450523,43.65041
-79.44927,43.650678
-79.448034,43.652086
-79.446774,43.651569
-79.440899,43.650242
-79.439608,43.651148
-79.430806,43.652916
-79.429666,43.652922
-79.419009,43.655163
-79.419742,43.656125
-79.419722,43.656857
-79.420661,43.659302
-79.401994,43.663091
-79.404756,43.668979
-79.403596,43.669222
-79.403213,43.668261
