
-79.247201,43.8228
-79.247979,43.824042
-79.242894,43.812223
-79.243895,43.806407
-79.2365,43.786007
-79.248177,43.78256
-79.311954,43.768737
-79.33191,43.768272
-79.338128,43.769237
-79.33854,43.767214
-79.333936,43.751851
-79.330287,43.722976
-79.325777,43.715424
-79.325967,43.712499
-79.330727,43.708421
-79.333871,43.701941
-79.341937,43.697718
-79.349951,43.698077
-79.353212,43.696787
-79.359786,43.690744
-79.362205,43.68341
-79.369062,43.678125
-79.370001,43.678674
-79.368687,43.678963
-79.366196,43.677114
-79.36107,43.670364
-79.370416,43.67269
-79.38524,43.673595
-79.387998,43.675765
-79.396561,43.674697
-79.395073,43.671015
-79.403596,43.669222
-79.403213,43.668261
