-79.276379,43.735629
-79.276521,43.735986
-79.277767,43.735686
-79.278816,43.735459
-79.279853,43.735223
-79.28338,43.734477
-79.285989,43.733888
-79.289704,43.733062
-79.288749,43.730718
-79.292101,43.729989
-79.298628,43.728555
-79.298818,43.729003
-79.300524,43.727923
-79.303422,43.726722
-79.303566,43.726705
-79.306823,43.725405
-79.307222,43.725149
-79.313476,43.726122
-79.318277,43.726208
-79.324079,43.724813
-79.325169,43.724521
-79.32663,43.72414
-79.328785,43.723582
-79.32979,43.723323
-79.331908,43.722737
-79.333156,43.722355
-79.335854,43.721506
-79.336678,43.721246
-79.338814,43.720597
-79.339003,43.720542
-79.349325,43.717327
-79.349948,43.717102
-79.350498,43.716935
-79.359835,43.714612
-79.362299,43.714096
-79.364781,43.713607
-79.3672,43.713102
-79.369627,43.712585
-79.372047,43.712092
-79.373574,43.711787
-79.373812,43.711742
-79.377049,43.711082
-79.37717743.711057
-79.378346,43.710816
-79.379626,43.710568
-79.380197,43.710451
-79.380947,43.710299
-79.38127,43.710232
-79.382225,43.710021
-79.383192,43.70982
-79.383579,43.709742
-79.384897,43.70949
-79.386211,43.709223
-79.387522,43.708962
-79.38788,43.708891
-79.388857,43.708682
-79.390143,43.70841
-79.391461,43.708139
-79.39279,43.70788
-79.394126,43.70761
-79.395444,43.707342
-79.39679,43.707061
-79.398327,43.706748
-79.398798,43.706649
