-79.470908,43.636891
-79.459412,43.639437
-79.45269,43.639633,
-79.447008,43.638499
-79.436648,43.64059,
-79.442719,43.658437
-79.448323,43.671398
-79.440936,43.672957
-79.45074,43.696258,
-79.451698,43.700746
-79.449431,43.700482
-79.441668,43.702119
-79.441129,43.702234
-79.439983,43.69957,
-79.450965,43.697189
-79.43901,43.668447,
-79.443274,43.667865
-79.444273,43.667161
-79.457809,43.664295
-79.453635,43.659908
-79.45076,43.650736,
-79.450523,43.65041,
-79.44927,43.650678,
-79.448034,43.652086
-79.440899,43.650242
-79.439608,43.651148
-79.419009,43.655163
-79.420661,43.659302
-79.401994,43.663091
-79.404756,43.668979
-79.403596,43.669222
-79.403213,43.668261
